name,cfp-Bplaces,cfp-Btransitions,cfp-Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,mcc-Aplaces,mcc-Atransitions,mcc-Aarcs,mcc-unfoldingtime,size_ratio,unfolding_ratio
BridgeAndVehicles-COL-V20P20N20,15.0,11.0,56.0,78.0,968.0,7350.0,0.004655333333333333,1.4328066666666668,78,968,7350,0.291,1.0,4.939731958762887
Peterson-COL-7,11.0,14.0,42.0,2048.0,3208.0,10032.0,0.012664000000000002,0.1974437777777778,2048,3208,10032,0.03366666666666667,1.0,6.240825082508251
TokenRing-COL-030,1.0,2.0,4.0,961.0,27931.0,111724.0,0.10375755555555556,1.30257,961,27931,111724,0.21133333333333335,1.0,6.654546792849632
QuasiCertifProtocol-COL-28,30.0,26.0,77.0,2998.0,446.0,6489.0,0.006331666666666666,0.3062781999999999,2998,446,6489,0.043666666666666666,1.0,7.159004580152669
BridgeAndVehicles-COL-V20P10N50,15.0,11.0,56.0,108.0,2228.0,17190.0,0.010572714285714284,3.686240714285714,108,2228,17190,0.5126666666666667,1.0,7.210949470555451
Peterson-COL-6,11.0,14.0,42.0,1372.0,2114.0,6608.0,0.008978538461538463,0.14101115384615384,1372,2114,6608,0.019,1.0,7.8941943319838055
BridgeAndVehicles-COL-V20P20N50,15.0,11.0,56.0,108.0,2228.0,17190.0,0.0106933,3.667331,108,2228,17190,0.39866666666666667,1.0,9.225813461538461
QuasiCertifProtocol-COL-32,30.0,26.0,77.0,3806.0,506.0,8173.0,0.008058846153846154,0.6431714615384615,3806,506,8173,0.062,1.0,10.50371464019851
Philosophers-COL-050000,5.0,5.0,15.0,250000.0,250000.0,800000.0,3.2834385714285714,7.7e-05,250000,250000,800000,0.297,1.0,11.055607984607985
Philosophers-COL-100000,5.0,5.0,15.0,500000.0,500000.0,1600000.0,10.67371666666667,7.824999999999999e-05,500000,500000,1600000,0.664,1.0,16.074992344377513
TokenRing-COL-020,1.0,2.0,4.0,441.0,8421.0,33684.0,0.03209084615384616,1.5385199999999997,441,8421,33684,0.08733333333333333,1.0,17.984093658250142
BridgeAndVehicles-COL-V50P20N20,15.0,11.0,56.0,138.0,2348.0,18090.0,0.010803142857142857,18.481357142857142,138,2348,18090,0.867,1.0,21.32890459713297
BridgeAndVehicles-COL-V50P20N10,15.0,11.0,56.0,128.0,1328.0,10010.0,0.006257833333333334,9.730365833333332,128,1328,10010,0.45233333333333325,1.0,21.525328666175387
BridgeAndVehicles-COL-V50P50N20,15.0,11.0,56.0,138.0,2348.0,18090.0,0.011199222222222222,19.423700000000004,138,2348,18090,0.896,1.0,21.690735739087305
BridgeAndVehicles-COL-V50P50N50,15.0,11.0,56.0,168.0,5408.0,42330.0,0.02643766666666667,45.59288888888889,168,5408,42330,2.092333333333333,1.0,21.803087409059536
BridgeAndVehicles-COL-V50P20N50,15.0,11.0,56.0,168.0,5408.0,42330.0,0.025869071428571425,46.31977142857143,168,5408,42330,2.1246666666666667,1.0,21.813134844681517
BridgeAndVehicles-COL-V50P50N10,15.0,11.0,56.0,128.0,1328.0,10010.0,0.0061741666666666655,10.018263333333332,128,1328,10010,0.43999999999999995,1.0,22.7828125
BridgeAndVehicles-COL-V80P50N50,15.0,11.0,56.0,228.0,8588.0,67470.0,0.04176125,174.61833333333334,228,8588,67470,5.6803333333333335,1.0,30.748212179449563
BridgeAndVehicles-COL-V80P20N50,15.0,11.0,56.0,228.0,8588.0,67470.0,0.0411784,173.58780000000002,228,8588,67470,5.636333333333333,1.0,30.805306948962098
BridgeAndVehicles-COL-V80P20N20,15.0,11.0,56.0,198.0,3728.0,28830.0,0.017549538461538464,72.92673076923077,198,3728,28830,2.156333333333333,1.0,33.82792408766068
BridgeAndVehicles-COL-V80P50N10,15.0,11.0,56.0,188.0,2108.0,15950.0,0.009968999999999999,38.29262307692308,188,2108,15950,1.1283333333333332,1.0,33.94616727644586
BridgeAndVehicles-COL-V80P50N20,15.0,11.0,56.0,198.0,3728.0,28830.0,0.0176821,74.18629,198,3728,28830,2.1666666666666665,1.0,34.247987123076925
BridgeAndVehicles-COL-V80P20N10,15.0,11.0,56.0,188.0,2108.0,15950.0,0.010117,39.81914444444445,188,2108,15950,1.157,1.0,34.42459934697013
TokenRing-COL-015,1.0,2.0,4.0,256.0,3616.0,14464.0,0.012908624999999998,4.07360875,256,3616,14464,0.06399999999999999,1.0,63.851833984375006
FamilyReunion-COL-L03000M0300G150P150G075,,,,,,,,,28410109,27213219,83449109,155.39800000000002,,
VehicularWifi-COL-none,,,,,,,,,115566,378492,2135794,3.4566666666666666,,
