,name,Btransitions,Barcs,pw-Aplaces,pw-Atransitions,pw-Aarcs,pw-unfoldingtime,pw-colorfixedpoint,cfp-Bplaces,vd-Aplaces,vd-Atransitions,vd-Aarcs,vd-unfoldingtime,vd-colorfixedpoint,size_ratio,unfolding_ratio
PolyORBNT-COL-S10J80,PolyORBNT-COL-S10J80,38.0,140.0,1614.0,13500.0,119759.0,0.07574143749999998,0.1253944375,48.0,1614,13500,119759,0.0781385,0.0005159062499999999,1.0,0.3910511053783916
Philosophers-COL-000020,Philosophers-COL-000020,5.0,15.0,100.0,100.0,320.0,0.00035218749999999996,0.00062909375,5.0,100,100,320,0.00031831249999999996,6.715625e-05,1.0,0.392821884653355
BART-COL-040,BART-COL-040,7.0,26.0,5552.0,8080.0,64800.0,0.06876406249999999,12.116924999999998,4.0,6223,8600,69840,0.07640262500000002,4.860100937499999,1.0873679577464788,0.4051066408457359
PolyORBNT-COL-S10J60,PolyORBNT-COL-S10J60,38.0,140.0,1234.0,12920.0,116879.0,0.07372068749999999,0.11372568749999998,48.0,1234,12920,116879,0.07605446875,0.0005287187499999999,1.0,0.40856051497394935
PolyORBNT-COL-S05J40,PolyORBNT-COL-S05J40,38.0,140.0,629.0,1590.0,10704.0,0.007856906250000002,0.01254846875,48.0,629,1590,10704,0.008041437499999998,0.00051975,1.0,0.419555509271454
Sudoku-COL-AN03,Sudoku-COL-AN03,1.0,4.0,54.0,27.0,108.0,0.00016675000000000001,0.0004190624999999999,4.0,54,27,108,0.00018059374999999998,7.159374999999999e-05,1.0,0.43049183825882853
PolyORBNT-COL-S10J40,PolyORBNT-COL-S10J40,38.0,140.0,854.0,12340.0,113999.0,0.0712329375,0.09746800000000003,48.0,854,12340,113999,0.07275928125,0.0005234375,1.0,0.4343942590716189
PolyORBNT-COL-S10J30,PolyORBNT-COL-S10J30,38.0,140.0,664.0,12050.0,112559.0,0.06966665625,0.09304503125,48.0,664,12050,112559,0.07183968749999999,0.0005196875,1.0,0.4447091423595493
Referendum-COL-1000,Referendum-COL-1000,3.0,6.0,3001.0,2001.0,5001.0,0.00982853125,0.00218803125,4.0,3001,2001,5001,0.0053376875,2.9031250000000008e-05,1.0,0.4466101474527346
PolyORBNT-COL-S10J20,PolyORBNT-COL-S10J20,38.0,140.0,474.0,11760.0,111119.0,0.06855446875000001,0.09006212499999999,48.0,474,11760,111119,0.07044496875,0.0005296875000000001,1.0,0.4474604741661842
PolyORBNT-COL-S05J30,PolyORBNT-COL-S05J30,38.0,140.0,489.0,1400.0,9764.0,0.0070089687500000004,0.010287812500000002,48.0,489,1400,9764,0.007226093750000001,0.0005229062499999998,1.0,0.44800242819744274
FamilyReunion-COL-L00020M0002C001P001G001,FamilyReunion-COL-L00020M0002C001P001G001,66.0,198.0,3271.0,2753.0,8446.0,0.0097484375,0.0128013125,104.0,3271,2753,8446,0.009944999999999999,0.00059096875,1.0,0.4672321755230102
DrinkVendingMachine-COL-02,DrinkVendingMachine-COL-02,7.0,28.0,24.0,72.0,440.0,0.00033384375,0.0008339374999999998,6.0,24,72,440,0.000345875,0.00021349999999999999,1.0,0.4790066632770479
PermAdmissibility-COL-50,PermAdmissibility-COL-50,16.0,83.0,168.0,592.0,3456.0,0.00197371875,0.008196437499999999,40.0,168,592,3456,0.0022926562499999996,0.0025799062499999993,1.0,0.4791039960669236
DatabaseWithMutex-COL-10,DatabaseWithMutex-COL-10,8.0,22.0,830.0,800.0,3800.0,0.0037016562499999997,0.0047678125,11.0,830,800,3800,0.00381903125,0.00026721875000000004,1.0,0.482468277600056
GlobalResAllocation-COL-03,GlobalResAllocation-COL-03,7.0,29.0,33.0,4791.0,38652.0,0.025144062499999998,0.026438593749999992,5.0,33,4791,38652,0.0256690625,0.00024087500000000004,1.0,0.5022994041723086
CSRepetitions-COL-05,CSRepetitions-COL-05,5.0,15.0,206.0,325.0,1175.0,0.0009953437500000001,0.0012045312500000003,6.0,206,325,1175,0.0010574375,6.859375e-05,1.0,0.5118614694016704
GlobalResAllocation-COL-05,GlobalResAllocation-COL-05,7.0,29.0,75.0,56105.0,492760.0,0.316095,0.31662356249999996,5.0,75,56105,492760,0.3244500625,0.0002336875,1.0,0.5131566690838156
Peterson-COL-2,Peterson-COL-2,14.0,42.0,102.0,126.0,384.0,0.0005029374999999999,0.006497062500000003,11.0,108,138,432,0.0007419687500000001,0.0028764375000000005,1.0789473684210527,0.5169151785714284
SharedMemory-COL-000020,SharedMemory-COL-000020,5.0,16.0,461.0,820.0,3200.0,0.00245496875,0.002971218750000001,6.0,481,840,3280,0.002739312499999999,8.259375e-05,1.0312256049960968,0.520053214158191
GlobalResAllocation-COL-06,GlobalResAllocation-COL-06,7.0,29.0,102.0,136662.0,1226388.0,0.80854365625,0.7736512499999999,5.0,102,136662,1226388,0.8255176874999999,0.0002375937499999999,1.0,0.5219049043756204
GlobalResAllocation-COL-07,GlobalResAllocation-COL-07,7.0,29.0,133.0,291067.0,2652580.0,1.7628115624999998,1.6694984374999995,5.0,133,291067,2652580,1.7995687499999997,0.00023556249999999999,1.0,0.5243711414470138
BART-COL-030,BART-COL-030,7.0,26.0,4232.0,6060.0,48600.0,0.05156337500000001,7.825072812500001,4.0,4723,6450,52380,0.06467400000000001,4.0850515625,1.0856004663816556,0.5268398163527596
GlobalResAllocation-COL-10,GlobalResAllocation-COL-10,7.0,29.0,250.0,1688410.0,15821020.0,10.139790624999998,9.9787715625,5.0,250,1688410,15821020,10.676134375,0.00024596875,1.0,0.5306731288373787
GlobalResAllocation-COL-09,GlobalResAllocation-COL-09,7.0,29.0,207.0,1003437.0,9334944.0,5.960734687499999,5.948289375,5.0,207,1003437,9334944,6.362184375,0.00023278125,1.0,0.5342517676393351
GlobalResAllocation-COL-11,GlobalResAllocation-COL-11,7.0,29.0,297.0,2705087.0,25497868.0,16.523465625,15.785628125000004,5.0,297,2705087,25497868,17.372740625,0.000240375,1.0,0.5377118013407602
PermAdmissibility-COL-20,PermAdmissibility-COL-20,16.0,83.0,168.0,592.0,3456.0,0.00197553125,0.007624000000000001,40.0,168,592,3456,0.00228421875,0.0028912812499999998,1.0,0.5391409085730097
BART-COL-020,BART-COL-020,7.0,26.0,2912.0,4040.0,32400.0,0.03446859375,6.721779062499998,4.0,3223,4300,34920,0.03749715625000001,3.610830312499999,1.0821346375143843,0.5399931521715376
DotAndBoxes-COL-2,DotAndBoxes-COL-2,8.0,44.0,37.0,34.0,296.0,0.00032159374999999994,0.007153343750000001,8.0,54,64,576,0.0007086249999999998,0.0034796562499999997,1.6619718309859155,0.560309868811612
Philosophers-COL-000010,Philosophers-COL-000010,5.0,15.0,50.0,50.0,160.0,0.00018868750000000005,0.00021871874999999995,5.0,50,50,160,0.00017043749999999996,6.215624999999998e-05,1.0,0.5709135537316866
DotAndBoxes-COL-4,DotAndBoxes-COL-4,8.0,44.0,206.0,3104.0,35264.0,0.0273991875,0.19450253125000003,8.0,230,3920,45056,0.041331812499999995,0.085663875,1.2537764350453173,0.5723060110366991
PolyORBLF-COL-S06J06T04,PolyORBLF-COL-S06J06T04,65.0,254.0,506.0,7154.0,59824.0,0.03946984375,0.034131906249999996,81.0,506,7154,59824,0.0415220625,0.0015518124999999998,1.0,0.5852289517572612
CSRepetitions-COL-04,CSRepetitions-COL-04,5.0,15.0,117.0,176.0,624.0,0.00055653125,0.0005567812500000001,6.0,117,176,624,0.0005866249999999999,6.568749999999999e-05,1.0,0.5859203952169761
AirplaneLD-COL-0200,AirplaneLD-COL-0200,15.0,56.0,1419.0,1608.0,6128.0,0.004570281249999999,0.003562343749999999,20.0,1419,1608,6128,0.0046215625,0.00016496875000000002,1.0,0.5885591982908349
AirplaneLD-COL-0100,AirplaneLD-COL-0100,15.0,56.0,719.0,808.0,3078.0,0.002326437500000001,0.00184115625,20.0,719,808,3078,0.00231725,0.00014803125000000002,1.0,0.5915358832659733
PolyORBLF-COL-S06J04T04,PolyORBLF-COL-S06J04T04,65.0,254.0,454.0,6994.0,59152.0,0.03899321875000001,0.03167878125,81.0,454,6994,59152,0.04077065625,0.0015517499999999997,1.0,0.5988567784978491
AirplaneLD-COL-0500,AirplaneLD-COL-0500,15.0,56.0,3519.0,4008.0,15278.0,0.011471156249999998,0.0086246875,20.0,3519,4008,15278,0.011900125000000001,0.00015625000000000003,1.0,0.5999437072653395
AirplaneLD-COL-1000,AirplaneLD-COL-1000,15.0,56.0,7019.0,8008.0,30528.0,0.0242558125,0.017183906249999995,20.0,7019,8008,30528,0.025067312500000005,0.00015350000000000002,1.0,0.6086144708692071
PolyORBLF-COL-S06J06T06,PolyORBLF-COL-S06J06T06,65.0,254.0,700.0,10740.0,89778.0,0.05953524999999999,0.0444451875,81.0,700,10740,89778,0.06131356250000001,0.0020991874999999995,1.0,0.6098526946474908
PolyORBLF-COL-S06J04T06,PolyORBLF-COL-S06J04T06,65.0,254.0,632.0,10500.0,88770.0,0.058117218750000005,0.043399375000000004,81.0,632,10500,88770,0.061078281250000005,0.00211234375,1.0,0.6224659700030567
FamilyReunion-COL-L00010M0001C001P001G001,FamilyReunion-COL-L00010M0001C001P001G001,66.0,198.0,1475.0,1234.0,3799.0,0.00446165625,0.003753656249999999,104.0,1475,1234,3799,0.00452615625,0.00059565625,1.0,0.6234470691163605
SharedMemory-COL-000010,SharedMemory-COL-000010,5.0,16.0,131.0,210.0,800.0,0.00068753125,0.0006515312499999999,6.0,141,220,840,0.0007638749999999998,8.046875000000001e-05,1.0586510263929618,0.6305484247374561
AirplaneLD-COL-0050,AirplaneLD-COL-0050,15.0,56.0,369.0,408.0,1553.0,0.00120915625,0.0009840312499999999,20.0,369,408,1553,0.00123440625,0.00015853125,1.0,0.6351201162691289
PolyORBLF-COL-S06J04T08,PolyORBLF-COL-S06J04T08,65.0,254.0,810.0,14014.0,118428.0,0.07786228125,0.05481809374999999,81.0,810,14014,118428,0.08214784374999999,0.0026347187499999995,1.0,0.6389985142866833
PolyORBLF-COL-S06J06T08,PolyORBLF-COL-S06J06T08,65.0,254.0,894.0,14334.0,119772.0,0.07881434375000002,0.0549780625,81.0,894,14334,119772,0.08366706249999999,0.0026501562499999997,1.0,0.6451578319677613
AirplaneLD-COL-2000,AirplaneLD-COL-2000,15.0,56.0,14019.0,16008.0,61028.0,0.05219781250000001,0.034653531249999994,20.0,14019,16008,61028,0.05809568750000001,0.00014546874999999998,1.0,0.6705844001406139
AirplaneLD-COL-0020,AirplaneLD-COL-0020,15.0,56.0,159.0,168.0,638.0,0.00053471875,0.00048124999999999996,20.0,159,168,638,0.0005558125,0.000145875,1.0,0.6906585463381626
PolyORBLF-COL-S04J06T06,PolyORBLF-COL-S04J06T06,65.0,254.0,618.0,3190.0,21570.0,0.015236687499999997,0.011074593749999999,81.0,618,3190,21570,0.01610640625,0.00210953125,1.0,0.6923242287944456
CSRepetitions-COL-03,CSRepetitions-COL-03,5.0,15.0,58.0,81.0,279.0,0.00027775,0.0002636875,6.0,58,81,279,0.0003021875,7.534375e-05,1.0,0.6972757705182961
PolyORBLF-COL-S04J06T08,PolyORBLF-COL-S04J06T08,65.0,254.0,792.0,4268.0,28832.0,0.020581656250000004,0.0143174375,81.0,792,4268,28832,0.021737062500000005,0.0026459687500000003,1.0,0.6986723330029165
PolyORBLF-COL-S04J04T06,PolyORBLF-COL-S04J04T06,65.0,254.0,554.0,2998.0,20754.0,0.014550937499999996,0.01030321875,81.0,554,2998,20754,0.015324187500000003,0.0021053125000000004,1.0,0.7012710399291872
PolyORBLF-COL-S04J06T10,PolyORBLF-COL-S04J06T10,65.0,254.0,966.0,5354.0,36134.0,0.0254571875,0.017684375000000006,81.0,966,5354,36134,0.0272335,0.0032962499999999997,1.0,0.7076644477121105
Referendum-COL-0100,Referendum-COL-0100,3.0,6.0,301.0,201.0,501.0,0.00058909375,0.00022231249999999994,4.0,301,201,501,0.0005466562500000002,2.825e-05,1.0,0.7085307144232622
PolyORBLF-COL-S04J04T10,PolyORBLF-COL-S04J04T10,65.0,254.0,870.0,5034.0,34774.0,0.02438468750000001,0.016524999999999998,81.0,870,5034,34774,0.025784875000000002,0.0033065937499999996,1.0,0.7111144212480234
PolyORBLF-COL-S04J04T08,PolyORBLF-COL-S04J04T08,65.0,254.0,712.0,4012.0,27744.0,0.019556250000000004,0.013263312500000003,81.0,712,4012,27744,0.02098106250000001,0.0026514062499999997,1.0,0.7200726319858773
Referendum-COL-0200,Referendum-COL-0200,3.0,6.0,601.0,401.0,1001.0,0.001094875,0.00042862499999999997,4.0,601,401,1001,0.0010639374999999998,3.56875e-05,1.0,0.7217755169018706
Referendum-COL-0050,Referendum-COL-0050,3.0,6.0,151.0,101.0,251.0,0.00031350000000000003,0.00012096875,4.0,151,101,251,0.00028709374999999997,2.9375000000000006e-05,1.0,0.728403941595339
AirplaneLD-COL-4000,AirplaneLD-COL-4000,15.0,56.0,28019.0,32008.0,122028.0,0.12186993749999998,0.070301625,20.0,28019,32008,122028,0.142064,0.0001625625,1.0,0.7401020247207492
SharedMemory-COL-000005,SharedMemory-COL-000005,5.0,16.0,41.0,55.0,200.0,0.00020646874999999997,0.00021478125,6.0,46,60,220,0.00024165624999999998,7.381249999999998e-05,1.1041666666666667,0.7488872403560831
Sudoku-COL-AN02,Sudoku-COL-AN02,1.0,4.0,20.0,8.0,32.0,6.503125e-05,0.0001275,4.0,20,8,32,7.565625e-05,7.131250000000002e-05,1.0,0.7633501055023536
Referendum-COL-0015,Referendum-COL-0015,3.0,6.0,46.0,31.0,76.0,0.00013159375,5.131250000000001e-05,4.0,46,31,76,0.00010884374999999999,3.1718749999999995e-05,1.0,0.7684947889970953
AirplaneLD-COL-0010,AirplaneLD-COL-0010,15.0,56.0,89.0,88.0,333.0,0.0003091875,0.000278625,20.0,89,88,333,0.00032578124999999995,0.00014999999999999996,1.0,0.8094098883572566
Referendum-COL-0020,Referendum-COL-0020,3.0,6.0,61.0,41.0,101.0,0.00014862500000000002,6.137499999999999e-05,4.0,61,41,101,0.00013646875,3.4500000000000005e-05,1.0,0.8141369047619047
Referendum-COL-0010,Referendum-COL-0010,3.0,6.0,31.0,21.0,51.0,9.796875e-05,4.000000000000001e-05,4.0,31,21,51,8.221874999999999e-05,3.631250000000001e-05,1.0,0.8591166477916193
